scene,status,skip_reason,resolution,image_dir,ckpt_path,num_images,splat_count,psnr,ssim,lpips
0002e50309b44e409c96f440202d90b3,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0002e50309b44e409c96f440202d90b3/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0002e50309b44e409c96f440202d90b3/splatfacto/nerfstudio_models/step-000010001.ckpt,128,68879,,,
0002e50309b44e409c96f440202d90b3,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0002e50309b44e409c96f440202d90b3/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0002e50309b44e409c96f440202d90b3/splatfacto/nerfstudio_models/step-000010001.ckpt,128,36547,,,
00052d0d9a304d308058260a4a9b7c20,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/00052d0d9a304d308058260a4a9b7c20/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/00052d0d9a304d308058260a4a9b7c20/splatfacto/nerfstudio_models/step-000010001.ckpt,128,74269,,,
00052d0d9a304d308058260a4a9b7c20,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/00052d0d9a304d308058260a4a9b7c20/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/00052d0d9a304d308058260a4a9b7c20/splatfacto/nerfstudio_models/step-000010001.ckpt,128,18319,,,
0005f4b00efb40e2bedc767f36242f3a,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0005f4b00efb40e2bedc767f36242f3a/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0005f4b00efb40e2bedc767f36242f3a/splatfacto/nerfstudio_models/step-000010001.ckpt,128,137710,,,
0005f4b00efb40e2bedc767f36242f3a,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0005f4b00efb40e2bedc767f36242f3a/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0005f4b00efb40e2bedc767f36242f3a/splatfacto/nerfstudio_models/step-000010001.ckpt,128,89917,,,
0008079973e64039a4ff846ed989c754,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0008079973e64039a4ff846ed989c754/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0008079973e64039a4ff846ed989c754/splatfacto/nerfstudio_models/step-000010001.ckpt,128,161758,,,
0008079973e64039a4ff846ed989c754,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0008079973e64039a4ff846ed989c754/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0008079973e64039a4ff846ed989c754/splatfacto/nerfstudio_models/step-000010001.ckpt,128,50203,,,
0009a51366fb45e2876715bde6a574b7,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0009a51366fb45e2876715bde6a574b7/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0009a51366fb45e2876715bde6a574b7/splatfacto/nerfstudio_models/step-000010001.ckpt,128,43219,,,
0009a51366fb45e2876715bde6a574b7,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0009a51366fb45e2876715bde6a574b7/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0009a51366fb45e2876715bde6a574b7/splatfacto/nerfstudio_models/step-000010001.ckpt,128,36494,,,
0009f74807184fefa8eb58211edba390,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0009f74807184fefa8eb58211edba390/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0009f74807184fefa8eb58211edba390/splatfacto/nerfstudio_models/step-000010001.ckpt,128,86758,,,
0009f74807184fefa8eb58211edba390,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0009f74807184fefa8eb58211edba390/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0009f74807184fefa8eb58211edba390/splatfacto/nerfstudio_models/step-000010001.ckpt,128,62614,,,
000a00944e294f7a94f95d420fdd45eb,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000a00944e294f7a94f95d420fdd45eb/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000a00944e294f7a94f95d420fdd45eb/splatfacto/nerfstudio_models/step-000010001.ckpt,128,85044,,,
000a00944e294f7a94f95d420fdd45eb,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000a00944e294f7a94f95d420fdd45eb/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000a00944e294f7a94f95d420fdd45eb/splatfacto/nerfstudio_models/step-000010001.ckpt,128,46637,,,
000a3d9fa4ff4c888e71e698694eb0b0,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000a3d9fa4ff4c888e71e698694eb0b0/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000a3d9fa4ff4c888e71e698694eb0b0/splatfacto/nerfstudio_models/step-000010001.ckpt,128,52151,,,
000a3d9fa4ff4c888e71e698694eb0b0,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000a3d9fa4ff4c888e71e698694eb0b0/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000a3d9fa4ff4c888e71e698694eb0b0/splatfacto/nerfstudio_models/step-000010001.ckpt,128,37188,,,
000a82b4e6bf4e909fbe5a3b0e6d67dc,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000a82b4e6bf4e909fbe5a3b0e6d67dc/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000a82b4e6bf4e909fbe5a3b0e6d67dc/splatfacto/nerfstudio_models/step-000010001.ckpt,128,52103,,,
000a82b4e6bf4e909fbe5a3b0e6d67dc,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000a82b4e6bf4e909fbe5a3b0e6d67dc/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000a82b4e6bf4e909fbe5a3b0e6d67dc/splatfacto/nerfstudio_models/step-000010001.ckpt,128,42880,,,
000b76f2b03e44e8ab44e1a1614be0f4,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000b76f2b03e44e8ab44e1a1614be0f4/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000b76f2b03e44e8ab44e1a1614be0f4/splatfacto/nerfstudio_models/step-000010001.ckpt,128,63264,,,
000b76f2b03e44e8ab44e1a1614be0f4,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000b76f2b03e44e8ab44e1a1614be0f4/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000b76f2b03e44e8ab44e1a1614be0f4/splatfacto/nerfstudio_models/step-000010001.ckpt,128,44828,,,
000c3be067fb448bbdcad0bfe8a0ae9b,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000c3be067fb448bbdcad0bfe8a0ae9b/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000c3be067fb448bbdcad0bfe8a0ae9b/splatfacto/nerfstudio_models/step-000010001.ckpt,128,57642,,,
000c3be067fb448bbdcad0bfe8a0ae9b,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000c3be067fb448bbdcad0bfe8a0ae9b/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000c3be067fb448bbdcad0bfe8a0ae9b/splatfacto/nerfstudio_models/step-000010001.ckpt,128,49776,,,
000c99ea07e24690a556b9ecade1daae,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000c99ea07e24690a556b9ecade1daae/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000c99ea07e24690a556b9ecade1daae/splatfacto/nerfstudio_models/step-000010001.ckpt,128,93105,,,
000c99ea07e24690a556b9ecade1daae,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000c99ea07e24690a556b9ecade1daae/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000c99ea07e24690a556b9ecade1daae/splatfacto/nerfstudio_models/step-000010001.ckpt,128,53196,,,
000d1c5d169f4fda93a32f2eaeac80d8,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000d1c5d169f4fda93a32f2eaeac80d8/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000d1c5d169f4fda93a32f2eaeac80d8/splatfacto/nerfstudio_models/step-000010001.ckpt,128,88561,,,
000d1c5d169f4fda93a32f2eaeac80d8,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000d1c5d169f4fda93a32f2eaeac80d8/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000d1c5d169f4fda93a32f2eaeac80d8/splatfacto/nerfstudio_models/step-000010001.ckpt,128,53710,,,
000f88bb21164319ae797d315be6bc0e,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/000f88bb21164319ae797d315be6bc0e/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/000f88bb21164319ae797d315be6bc0e/splatfacto/nerfstudio_models/step-000010001.ckpt,128,67709,,,
000f88bb21164319ae797d315be6bc0e,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/000f88bb21164319ae797d315be6bc0e/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/000f88bb21164319ae797d315be6bc0e/splatfacto/nerfstudio_models/step-000010001.ckpt,128,63453,,,
0010245ab5db4f12a18dfcd80fa9df4d,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0010245ab5db4f12a18dfcd80fa9df4d/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0010245ab5db4f12a18dfcd80fa9df4d/splatfacto/nerfstudio_models/step-000010001.ckpt,128,48775,,,
0010245ab5db4f12a18dfcd80fa9df4d,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0010245ab5db4f12a18dfcd80fa9df4d/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0010245ab5db4f12a18dfcd80fa9df4d/splatfacto/nerfstudio_models/step-000010001.ckpt,128,20869,,,
0011b0e07fde4491b1f3875f25fff2d7,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0011b0e07fde4491b1f3875f25fff2d7/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0011b0e07fde4491b1f3875f25fff2d7/splatfacto/nerfstudio_models/step-000010001.ckpt,128,38690,,,
0011b0e07fde4491b1f3875f25fff2d7,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0011b0e07fde4491b1f3875f25fff2d7/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0011b0e07fde4491b1f3875f25fff2d7/splatfacto/nerfstudio_models/step-000010001.ckpt,128,20797,,,
001200d8ec8d46efbd5bfd0337f7dc7f,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001200d8ec8d46efbd5bfd0337f7dc7f/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001200d8ec8d46efbd5bfd0337f7dc7f/splatfacto/nerfstudio_models/step-000010001.ckpt,128,91046,,,
001200d8ec8d46efbd5bfd0337f7dc7f,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001200d8ec8d46efbd5bfd0337f7dc7f/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001200d8ec8d46efbd5bfd0337f7dc7f/splatfacto/nerfstudio_models/step-000010001.ckpt,128,36547,,,
00124bcf3ca3463fbe05f28218cc0f5c,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/00124bcf3ca3463fbe05f28218cc0f5c/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/00124bcf3ca3463fbe05f28218cc0f5c/splatfacto/nerfstudio_models/step-000010001.ckpt,128,19186,,,
00124bcf3ca3463fbe05f28218cc0f5c,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/00124bcf3ca3463fbe05f28218cc0f5c/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/00124bcf3ca3463fbe05f28218cc0f5c/splatfacto/nerfstudio_models/step-000010001.ckpt,128,26921,,,
00130eea9e884209be92f68378a817e8,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/00130eea9e884209be92f68378a817e8/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/00130eea9e884209be92f68378a817e8/splatfacto/nerfstudio_models/step-000010001.ckpt,128,19794,,,
00130eea9e884209be92f68378a817e8,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/00130eea9e884209be92f68378a817e8/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/00130eea9e884209be92f68378a817e8/splatfacto/nerfstudio_models/step-000010001.ckpt,128,21535,,,
0013bdaec08345ec9fd03214030baeb2,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0013bdaec08345ec9fd03214030baeb2/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0013bdaec08345ec9fd03214030baeb2/splatfacto/nerfstudio_models/step-000010001.ckpt,128,56917,,,
0013bdaec08345ec9fd03214030baeb2,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0013bdaec08345ec9fd03214030baeb2/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0013bdaec08345ec9fd03214030baeb2/splatfacto/nerfstudio_models/step-000010001.ckpt,128,20506,,,
0013cf5979c846449c817a2439fd8705,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0013cf5979c846449c817a2439fd8705/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0013cf5979c846449c817a2439fd8705/splatfacto/nerfstudio_models/step-000010001.ckpt,128,98265,,,
0013cf5979c846449c817a2439fd8705,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0013cf5979c846449c817a2439fd8705/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0013cf5979c846449c817a2439fd8705/splatfacto/nerfstudio_models/step-000010001.ckpt,128,68702,,,
00152cf505f44874b2adab4815625ebf,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/00152cf505f44874b2adab4815625ebf/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/00152cf505f44874b2adab4815625ebf/splatfacto/nerfstudio_models/step-000010001.ckpt,128,45968,,,
00152cf505f44874b2adab4815625ebf,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/00152cf505f44874b2adab4815625ebf/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/00152cf505f44874b2adab4815625ebf/splatfacto/nerfstudio_models/step-000010001.ckpt,128,36698,,,
0015413ed8b74ee78d3b45c73148f647,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0015413ed8b74ee78d3b45c73148f647/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0015413ed8b74ee78d3b45c73148f647/splatfacto/nerfstudio_models/step-000010001.ckpt,128,20523,,,
0015413ed8b74ee78d3b45c73148f647,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0015413ed8b74ee78d3b45c73148f647/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0015413ed8b74ee78d3b45c73148f647/splatfacto/nerfstudio_models/step-000010001.ckpt,128,21267,,,
001559b408504642831e6c604eaf583f,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001559b408504642831e6c604eaf583f/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001559b408504642831e6c604eaf583f/splatfacto/nerfstudio_models/step-000010001.ckpt,128,74021,,,
001559b408504642831e6c604eaf583f,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001559b408504642831e6c604eaf583f/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001559b408504642831e6c604eaf583f/splatfacto/nerfstudio_models/step-000010001.ckpt,128,45916,,,
0015766efb3e442597a1bd23abe7a25a,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0015766efb3e442597a1bd23abe7a25a/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0015766efb3e442597a1bd23abe7a25a/splatfacto/nerfstudio_models/step-000010001.ckpt,128,57387,,,
0015766efb3e442597a1bd23abe7a25a,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0015766efb3e442597a1bd23abe7a25a/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0015766efb3e442597a1bd23abe7a25a/splatfacto/nerfstudio_models/step-000010001.ckpt,128,43175,,,
0017fed1dd804ec1ab2e06bbdbebab16,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0017fed1dd804ec1ab2e06bbdbebab16/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0017fed1dd804ec1ab2e06bbdbebab16/splatfacto/nerfstudio_models/step-000010001.ckpt,128,49901,,,
0017fed1dd804ec1ab2e06bbdbebab16,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0017fed1dd804ec1ab2e06bbdbebab16/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0017fed1dd804ec1ab2e06bbdbebab16/splatfacto/nerfstudio_models/step-000010001.ckpt,128,41858,,,
00184cc3c6674f2a8aa79e0e0d77ae31,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/00184cc3c6674f2a8aa79e0e0d77ae31/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/00184cc3c6674f2a8aa79e0e0d77ae31/splatfacto/nerfstudio_models/step-000010001.ckpt,128,86935,,,
00184cc3c6674f2a8aa79e0e0d77ae31,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/00184cc3c6674f2a8aa79e0e0d77ae31/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/00184cc3c6674f2a8aa79e0e0d77ae31/splatfacto/nerfstudio_models/step-000010001.ckpt,128,61117,,,
00184eec45fe45ffa3826e9202fe7306,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/00184eec45fe45ffa3826e9202fe7306/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/00184eec45fe45ffa3826e9202fe7306/splatfacto/nerfstudio_models/step-000010001.ckpt,128,31521,,,
00184eec45fe45ffa3826e9202fe7306,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/00184eec45fe45ffa3826e9202fe7306/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/00184eec45fe45ffa3826e9202fe7306/splatfacto/nerfstudio_models/step-000010001.ckpt,128,32039,,,
0018d378a2cd4ad58fa8fcae42e8af9e,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0018d378a2cd4ad58fa8fcae42e8af9e/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0018d378a2cd4ad58fa8fcae42e8af9e/splatfacto/nerfstudio_models/step-000010001.ckpt,128,43440,,,
0018d378a2cd4ad58fa8fcae42e8af9e,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0018d378a2cd4ad58fa8fcae42e8af9e/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0018d378a2cd4ad58fa8fcae42e8af9e/splatfacto/nerfstudio_models/step-000010001.ckpt,128,5931,,,
0019c537f5884ce08907a07e72bd3b64,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/0019c537f5884ce08907a07e72bd3b64/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/0019c537f5884ce08907a07e72bd3b64/splatfacto/nerfstudio_models/step-000010001.ckpt,128,27553,,,
0019c537f5884ce08907a07e72bd3b64,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/0019c537f5884ce08907a07e72bd3b64/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/0019c537f5884ce08907a07e72bd3b64/splatfacto/nerfstudio_models/step-000010001.ckpt,128,14586,,,
001a994fe20b48739e18cf8a4e9d6fa7,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001a994fe20b48739e18cf8a4e9d6fa7/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001a994fe20b48739e18cf8a4e9d6fa7/splatfacto/nerfstudio_models/step-000010001.ckpt,128,59645,,,
001a994fe20b48739e18cf8a4e9d6fa7,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001a994fe20b48739e18cf8a4e9d6fa7/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001a994fe20b48739e18cf8a4e9d6fa7/splatfacto/nerfstudio_models/step-000010001.ckpt,128,44437,,,
001ab557cf294b9f8e2db0bd79649e2f,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001ab557cf294b9f8e2db0bd79649e2f/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001ab557cf294b9f8e2db0bd79649e2f/splatfacto/nerfstudio_models/step-000010001.ckpt,128,199338,,,
001ab557cf294b9f8e2db0bd79649e2f,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001ab557cf294b9f8e2db0bd79649e2f/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001ab557cf294b9f8e2db0bd79649e2f/splatfacto/nerfstudio_models/step-000010001.ckpt,128,22336,,,
001abb1a3f4c412fbd707239acb68cd6,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001abb1a3f4c412fbd707239acb68cd6/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001abb1a3f4c412fbd707239acb68cd6/splatfacto/nerfstudio_models/step-000010001.ckpt,128,62145,,,
001abb1a3f4c412fbd707239acb68cd6,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001abb1a3f4c412fbd707239acb68cd6/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001abb1a3f4c412fbd707239acb68cd6/splatfacto/nerfstudio_models/step-000010001.ckpt,128,55721,,,
001cec1f0dad467fa3cd1e0daf0c9d57,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001cec1f0dad467fa3cd1e0daf0c9d57/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001cec1f0dad467fa3cd1e0daf0c9d57/splatfacto/nerfstudio_models/step-000010001.ckpt,128,141193,,,
001cec1f0dad467fa3cd1e0daf0c9d57,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001cec1f0dad467fa3cd1e0daf0c9d57/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001cec1f0dad467fa3cd1e0daf0c9d57/splatfacto/nerfstudio_models/step-000010001.ckpt,128,80833,,,
001cfadfb9204424bccc45501ce6b90e,processed,,512,/project/ricky/splatformer-data-new/train-set/objaverse/512/colmap/001cfadfb9204424bccc45501ce6b90e/images,/project/ricky/splatformer-data-new/train-set/objaverse/512/nerfstudio/001cfadfb9204424bccc45501ce6b90e/splatfacto/nerfstudio_models/step-000010001.ckpt,128,145190,,,
001cfadfb9204424bccc45501ce6b90e,processed,,128,/project/ricky/splatformer-data-new/train-set/objaverse/128/colmap/001cfadfb9204424bccc45501ce6b90e/images,/project/ricky/splatformer-data-new/train-set/objaverse/128/nerfstudio/001cfadfb9204424bccc45501ce6b90e/splatfacto/nerfstudio_models/step-000010001.ckpt,128,82008,,,
